1, 0, 2188.0, -5379.0, 3151.0, -4665.0, 0, 0, 0;
2, 1000, 3609.0, -5303.0, 1635.0, -2657.0, 0, 0, 0;
3, 2000, 4666.0, -4712.0, -48.0, -497.0, 0, 0, 0;
4, 3000, 5272.0, -3621.0, -1686.0, -916.0, 0, 0, 0;
5, 4000, 5340.0, -2201.0, -3179.0, -1787.0, 0, 0, 0;
6, 5000, 4936.0, -555.0, -4351.0, -2013.0, 0, 0, 0;
7, 6000, 4029.0, 1152.0, -5103.0, -496.0, 0, 0, 0;
8, 7000, 2716.0, 2728.0, -5403.0, -6644.0, 0, 0, 0;
9, 8000, 1138.0, 4056.0, -5153.0, -1296.0, 0, 0, 0;
10, 9000, -555.0, 4986.0, -4384.0, -2820.0, 0, 0, 0;
11, 10000, -2216.0, 5442.0, -3189.0, -832.0, 0, 0, 0;
12, 11000, -3606.0, 5354.0, -1662.0, -1014.0, 0, 0, 0;
13, 12000, -4698.0, 4722.0, 2.0, 36.0, 0, 0, 0;
14, 13000, -5294.0, 3624.0, 1681.0, 698.0, 0, 0, 0;
15, 14000, -5382.0, 2175.0, 3176.0, -312.0, 0, 0, 0;
16, 15000, -4945.0, 538.0, 4378.0, -1709.0, 0, 0, 0;
17, 16000, -4027.0, -1177.0, 5141.0, -943.0, 0, 0, 0;
18, 17000, -2708.0, -2741.0, 5419.0, 2380.0, 0, 0, 0;
19, 18000, -1116.0, -4013.0, 5169.0, -2086.0, 0, 0, 0;
20, 19000, 562.0, -4929.0, 4369.0, -3373.0, 0, 0, 0;
21, 20000, 2188.0, -5389.0, 3144.0, -3758.0, 0, 0, 0;
22, 21000, 3621.0, -5301.0, 1657.0, -521.0, 0, 0, 0;
23, 22000, 4666.0, -4708.0, -21.0, -3238.0, 0, 0, 0;
24, 23000, 5273.0, -3647.0, -1696.0, 255.0, 0, 0, 0;
25, 24000, 5344.0, -2187.0, -3178.0, 2468.0, 0, 0, 0;
26, 25000, 4926.0, -535.0, -4348.0, -3512.0, 0, 0, 0;
27, 26000, 4014.0, 1154.0, -5099.0, -893.0, 0, 0, 0;
28, 27000, 2723.0, 2740.0, -5397.0, -3898.0, 0, 0, 0;
29, 28000, 1136.0, 4048.0, -5152.0, -23.0, 0, 0, 0;
30, 29000, -543.0, 4994.0, -4386.0, -1387.0, 0, 0, 0;
31, 30000, -2215.0, 5444.0, -3202.0, -1256.0, 0, 0, 0;
32, 31000, -3617.0, 5352.0, -1678.0, -3423.0, 0, 0, 0;
33, 32000, -4702.0, 4703.0, -9.0, -2198.0, 0, 0, 0;
34, 33000, -5310.0, 3598.0, 1674.0, 124.0, 0, 0, 0;
35, 34000, -5384.0, 2156.0, 3163.0, -2125.0, 0, 0, 0;
36, 35000, -4961.0, 508.0, 4390.0, -84.0, 0, 0, 0;
37, 36000, -4026.0, -1172.0, 5149.0, -220.0, 0, 0, 0;
38, 37000, -2707.0, -2722.0, 5424.0, 7409.0, 0, 0, 0;
39, 38000, -1133.0, -3997.0, 5168.0, -3297.0, 0, 0, 0;
40, 39000, 571.0, -4926.0, 4381.0, 1084.0, 0, 0, 0;
41, 40000, 2203.0, -5386.0, 3167.0, -551.0, 0, 0, 0;
42, 41000, 3628.0, -5305.0, 1643.0, -4097.0, 0, 0, 0;
43, 42000, 4672.0, -4707.0, -54.0, -3271.0, 0, 0, 0;
44, 43000, 5283.0, -3634.0, -1698.0, -633.0, 0, 0, 0;
45, 44000, 5353.0, -2202.0, -3166.0, -1833.0, 0, 0, 0;
46, 45000, 4929.0, -560.0, -4344.0, -3022.0, 0, 0, 0;
47, 46000, 4024.0, 1151.0, -5109.0, -1193.0, 0, 0, 0;
48, 47000, 2727.0, 2722.0, -5384.0, -4591.0, 0, 0, 0;
49, 48000, 1132.0, 4058.0, -5134.0, -1739.0, 0, 0, 0;
50, 49000, -570.0, 4985.0, -4390.0, -5460.0, 0, 0, 0;
51, 50000, -2186.0, 5443.0, -3188.0, 5077.0, 0, 0, 0;
52, 51000, -3608.0, 5336.0, -1659.0, -3771.0, 0, 0, 0;
53, 52000, -4709.0, 4709.0, 19.0, -1778.0, 0, 0, 0;
54, 53000, -5292.0, 3610.0, 1683.0, -87.0, 0, 0, 0;
55, 54000, -5399.0, 2167.0, 3193.0, -4634.0, 0, 0, 0;
56, 55000, -4957.0, 535.0, 4376.0, 581.0, 0, 0, 0;
57, 56000, -4012.0, -1171.0, 5146.0, -2975.0, 0, 0, 0;
58, 57000, -2715.0, -2743.0, 5432.0, 5281.0, 0, 0, 0;
59, 58000, -1122.0, -4006.0, 5171.0, -5339.0, 0, 0, 0;
60, 59000, 552.0, -4912.0, 4386.0, 3180.0, 0, 0, 0;
61, 60000, 2193.0, -5372.0, 3162.0, -3462.0, 0, 0, 0;
62, 61000, 3606.0, -5319.0, 1641.0, 1158.0, 0, 0, 0;
63, 62000, 4674.0, -4711.0, -36.0, -1514.0, 0, 0, 0;
64, 63000, 5279.0, -3631.0, -1678.0, 2082.0, 0, 0, 0;
65, 64000, 5341.0, -2176.0, -3180.0, 930.0, 0, 0, 0;
66, 65000, 4931.0, -585.0, -4343.0, -8.0, 0, 0, 0;
67, 66000, 4033.0, 1129.0, -5105.0, -2696.0, 0, 0, 0;
68, 67000, 2696.0, 2729.0, -5386.0, -4327.0, 0, 0, 0;
69, 68000, 1126.0, 4053.0, -5142.0, -95.0, 0, 0, 0;
70, 69000, -552.0, 4983.0, -4385.0, -2974.0, 0, 0, 0;
71, 70000, -2211.0, 5437.0, -3177.0, -1179.0, 0, 0, 0;
72, 71000, -3624.0, 5340.0, -1670.0, -3019.0, 0, 0, 0;
73, 72000, -4698.0, 4712.0, 22.0, 3494.0, 0, 0, 0;
74, 73000, -5271.0, 3615.0, 1698.0, 588.0, 0, 0, 0;
75, 74000, -5387.0, 2176.0, 3177.0, 377.0, 0, 0, 0;
76, 75000, -4937.0, 521.0, 4386.0, 945.0, 0, 0, 0;
77, 76000, -4025.0, -1185.0, 5160.0, 382.0, 0, 0, 0;
78, 77000, -2704.0, -2730.0, 5431.0, 2441.0, 0, 0, 0;
79, 78000, -1295.0, -3454.0, 4768.0, -368.0, 0, 0, 0;
80, 79000, 2798.0, -26661.0, 23657.0, 20442.0, 0, 0, 0;
81, 80000, 12597.0, -32579.0, 19731.0, -2680.0, 0, 0, 0;
82, 81000, 21218.0, -32096.0, 10562.0, -5936.0, 0, 0, 0;
83, 82000, 27782.0, -28556.0, 464.0, -6352.0, 0, 0, 0;
84, 83000, 31615.0, -22192.0, -9623.0, -5023.0, 0, 0, 0;
85, 84000, 32302.0, -13621.0, -18781.0, -8955.0, 0, 0, 0;
86, 85000, 29817.0, -3721.0, -26037.0, -6131.0, 0, 0, 0;
87, 86000, 24372.0, 6554.0, -30771.0, -8842.0, 0, 0, 0;
88, 87000, 16514.0, 16202.0, -32530.0, -10427.0, 0, 0, 0;
89, 88000, 6998.0, 24274.0, -31069.0, -5977.0, 0, 0, 0;
90, 89000, -3177.0, 30011.0, -26551.0, -2072.0, 0, 0, 0;
91, 90000, -13092.0, 32755.0, -19431.0, 7776.0, 0, 0, 1;
92, 91000, -21727.0, 32317.0, -10358.0, 4633.0, 0, 0, 1;
93, 92000, -28277.0, 28714.0, -290.0, 5856.0, 0, 0, 1;
94, 93000, -32084.0, 22334.0, 9826.0, 4798.0, 0, 0, 1;
95, 94000, -32767.0, 13766.0, 18969.0, 8648.0, 0, 0, 1;
96, 95000, -30243.0, 3876.0, 26300.0, 4840.0, 0, 0, 1;
97, 96000, -24791.0, -6391.0, 31061.0, 14935.0, 0, 0, 1;
98, 97000, -16919.0, -16045.0, 32767.0, 12033.0, 0, 0, 1;
99, 98000, -7384.0, -24044.0, 31283.0, 8991.0, 0, 0, 1;
100, 99000, 2776.0, -29689.0, 26741.0, -665.0, 0, 0, 1;
101, 100000, 12663.0, -32499.0, 19591.0, -4273.0, 0, 0, 1;
102, 101000, 21266.0, -32115.0, 10543.0, -7926.0, 1, 1, 1;
103, 102000, 27828.0, -28570.0, 459.0, -5886.0, 1, 1, 1;
104, 103000, 31620.0, -22189.0, -9650.0, -6189.0, 1, 1, 1;
105, 104000, 32314.0, -13627.0, -18790.0, -8474.0, 1, 1, 1;
106, 105000, 29820.0, -3730.0, -26050.0, -5652.0, 1, 1, 1;
107, 106000, 24382.0, 6546.0, -30764.0, -10625.0, 1, 1, 1;
108, 107000, 16521.0, 16212.0, -32525.0, -11688.0, 1, 1, 1;
109, 108000, 7031.0, 24268.0, -31086.0, -4295.0, 1, 1, 1;
110, 109000, -3173.0, 29984.0, -26578.0, -3849.0, 1, 1, 1;
111, 110000, -13084.0, 32762.0, -19415.0, 2317.0, 1, 1, 1;
112, 111000, -21720.0, 32321.0, -10382.0, 3927.0, 1, 1, 1;
113, 112000, -28296.0, 28711.0, -279.0, 8078.0, 1, 1, 1;
114, 113000, -32074.0, 22332.0, 9809.0, 1293.0, 1, 1, 1;
115, 114000, -32764.0, 13768.0, 18983.0, 7354.0, 1, 1, 1;
116, 115000, -30237.0, 3863.0, 26287.0, 4818.0, 1, 1, 1;
117, 116000, -24766.0, -6390.0, 31031.0, 10916.0, 1, 1, 1;
118, 117000, -16893.0, -16030.0, 32764.0, 5667.0, 1, 1, 1;
119, 118000, -7377.0, -24072.0, 31266.0, 12726.0, 1, 1, 1;
120, 119000, 2819.0, -29702.0, 26715.0, 2699.0, 1, 1, 1;
121, 120000, 12700.0, -32495.0, 19576.0, -4768.0, 1, 1, 1;
122, 121000, 21286.0, -32117.0, 10544.0, -6527.0, 1, 1, 1;
123, 122000, 27834.0, -28570.0, 459.0, -5102.0, 1, 1, 1;
124, 123000, 31636.0, -22189.0, -9670.0, -4454.0, 1, 1, 1;
125, 124000, 32341.0, -13641.0, -18812.0, -10283.0, 1, 1, 1;
126, 125000, 29835.0, -3727.0, -26076.0, -5068.0, 1, 1, 1;
127, 126000, 24412.0, 6543.0, -30794.0, -8266.0, 1, 1, 1;
128, 127000, 16537.0, 16202.0, -32530.0, -9950.0, 1, 1, 1;
129, 128000, 7038.0, 24266.0, -31075.0, -7403.0, 1, 1, 1;
130, 129000, -3164.0, 29979.0, -26582.0, -2079.0, 1, 1, 1;
131, 130000, -13067.0, 32750.0, -19441.0, 1570.0, 1, 1, 1;
132, 131000, -21709.0, 32317.0, -10390.0, 2342.0, 1, 1, 1;
133, 132000, -28269.0, 28678.0, -307.0, 4902.0, 1, 1, 1;
134, 133000, -32050.0, 22326.0, 9804.0, 1788.0, 1, 1, 1;
135, 134000, -32736.0, 13766.0, 18947.0, 8083.0, 1, 1, 1;
136, 135000, -30199.0, 3887.0, 26287.0, 1730.0, 1, 1, 1;
137, 136000, -24733.0, -6415.0, 31037.0, 9195.0, 1, 1, 1;
138, 137000, -16868.0, -16024.0, 32740.0, 8368.0, 1, 1, 1;
139, 138000, -7367.0, -24070.0, 31267.0, 6024.0, 1, 1, 1;
140, 139000, 2835.0, -29718.0, 26711.0, -828.0, 1, 1, 1;
141, 140000, 12721.0, -32521.0, 19573.0, -466.0, 1, 1, 1;
142, 141000, 21289.0, -32119.0, 10526.0, -9031.0, 1, 1, 1;
143, 142000, 27827.0, -28565.0, 430.0, -9743.0, 1, 1, 1;
144, 143000, 31639.0, -22201.0, -9669.0, -5087.0, 1, 1, 1;
145, 144000, 32349.0, -13641.0, -18819.0, -7874.0, 1, 1, 1;
146, 145000, 29840.0, -3737.0, -26084.0, -8665.0, 1, 1, 1;
147, 146000, 24396.0, 6549.0, -30794.0, -10673.0, 1, 1, 1;
148, 147000, 16546.0, 16189.0, -32539.0, -11242.0, 1, 1, 1;
149, 148000, 7047.0, 24264.0, -31092.0, -6009.0, 1, 1, 1;
150, 149000, -3155.0, 29983.0, -26581.0, -5330.0, 1, 1, 1;
151, 150000, -13050.0, 32739.0, -19424.0, 3297.0, 1, 1, 1;
152, 151000, -21715.0, 32293.0, -10373.0, 943.0, 1, 1, 1;
153, 152000, -28263.0, 28712.0, -305.0, 4638.0, 1, 1, 1;
154, 153000, -32053.0, 22330.0, 9799.0, 2473.0, 1, 1, 1;
155, 154000, -32724.0, 13759.0, 18964.0, 8920.0, 1, 1, 1;
156, 155000, -30208.0, 3854.0, 26274.0, 5403.0, 1, 1, 1;
157, 156000, -24735.0, -6409.0, 31019.0, 10802.0, 1, 1, 1;
158, 157000, -16867.0, -16062.0, 32748.0, 3305.0, 1, 1, 1;
159, 158000, -7353.0, -24088.0, 31252.0, 4811.0, 1, 1, 1;
160, 159000, 2839.0, -29709.0, 26706.0, -2454.0, 1, 1, 1;
161, 160000, 12731.0, -32535.0, 19570.0, 1807.0, 1, 1, 1;
162, 161000, 21327.0, -32126.0, 10525.0, -12012.0, 1, 1, 1;
163, 162000, 27854.0, -28579.0, 435.0, -7461.0, 1, 1, 1;
164, 163000, 31672.0, -22201.0, -9681.0, -6929.0, 1, 1, 1;
165, 164000, 32356.0, -13648.0, -18820.0, -7669.0, 1, 1, 1;
166, 165000, 29852.0, -3742.0, -26086.0, -6364.0, 1, 1, 1;
167, 166000, 24397.0, 6545.0, -30822.0, -11487.0, 1, 1, 1;
168, 167000, 16541.0, 16204.0, -32550.0, -10742.0, 1, 1, 1;
169, 168000, 7040.0, 24271.0, -31087.0, -6083.0, 1, 1, 1;
170, 169000, -3147.0, 29959.0, -26562.0, -5439.0, 1, 1, 1;
171, 170000, -13047.0, 32767.0, -19444.0, 2225.0, 1, 1, 1;
172, 171000, -21696.0, 32290.0, -10393.0, 4415.0, 1, 1, 1;
173, 172000, -28250.0, 28693.0, -290.0, 1931.0, 1, 1, 1;
174, 173000, -32063.0, 22321.0, 9796.0, -858.0, 1, 1, 1;
175, 174000, -32730.0, 13766.0, 18962.0, 6966.0, 1, 1, 1;
176, 175000, -30197.0, 3845.0, 26288.0, 3259.0, 1, 1, 1;
177, 176000, -24746.0, -6407.0, 31041.0, 9880.0, 1, 1, 1;
178, 177000, -16851.0, -16057.0, 32737.0, 6947.0, 1, 1, 1;
179, 178000, -7365.0, -24102.0, 31244.0, 7212.0, 1, 1, 1;
180, 179000, 2850.0, -29720.0, 26712.0, -1893.0, 1, 1, 1;
181, 180000, 12735.0, -32519.0, 19567.0, -1193.0, 1, 1, 1;
182, 181000, 21349.0, -32124.0, 10495.0, -8378.0, 1, 1, 1;
183, 182000, 27872.0, -28594.0, 441.0, -5303.0, 1, 1, 1;
184, 183000, 31681.0, -22189.0, -9656.0, -7580.0, 1, 1, 1;
185, 184000, 32370.0, -13639.0, -18816.0, -8901.0, 1, 1, 1;
186, 185000, 29842.0, -3719.0, -26119.0, -8305.0, 1, 1, 1;
